,Hit.Name,Gene,E.Value,Score,Genome,KO
579,150_TARA_SAMEA2619974_METAG_DFCIFEPC,K03781hits_moreStringent.align,1.4e-157,531.5,DFCIFEPC,K03781
580,2314_TARA_SAMEA2620198_METAG_KLFKEFEP,K03781hits_moreStringent.align,1.4e-157,531.5,Alteromonas_australica_SAMEA2620198,K03781
581,2323_TARA_SAMEA2621101_METAG_LOPADGMB,K03781hits_moreStringent.align,1.4e-157,531.5,Alteromonas_australica_SAMEA2621101,K03781
582,2347_MALA_SAMN05422121_METAG_OGAMKLHO,K03781hits_moreStringent.align,1.4e-157,531.5,Alteromonas_australica_SAMN05422121,K03781
583,2507_MALA_SAMN05422104_METAG_FCEGNAFB,K03781hits_moreStringent.align,1.4e-157,531.5,Alteromonas_australica_SAMN05422104,K03781
584,2761_TARA_SAMEA2591132_METAG_KHLCFNJJ,K03781hits_moreStringent.align,1.4e-157,531.5,Alteromonas_australica_SAMEA2591132,K03781
585,2902_2802429350,K03781hits_moreStringent.align,1.4e-157,531.5,Alteromonas_sp_ARS20,K03781
586,424_TARA_SAMEA2620217_METAG_KNGANELN,K03781hits_moreStringent.align,1.4e-157,531.5,Alteromonas_australica_SAMEA2620217,K03781
587,1026_TARA_SAMEA2621076_METAG_GINCPJEM,K03781hits_moreStringent.align,1.4e-157,531.5,Alteromonas_australica_SAMEA2621076,K03781
588,1100_TARA_SAMEA2621204_METAG_JIFCLNHI,K03781hits_moreStringent.align,1.4e-157,531.5,Alteromonas_australica_SAMEA2621204,K03781
589,1135_TARA_SAMEA2621066_METAG_EHDOKGKK,K03781hits_moreStringent.align,1.4e-157,531.5,Alteromonas_australica_SAMEA2621066,K03781
590,1242_TARA_SAMEA2622678_METAG_EMNMIPDN,K03781hits_moreStringent.align,1.4e-157,531.5,Alteromonas_australica_SAMEA2622678,K03781
591,1490_TARA_SAMEA2623314_METAG_DPHFBFLK,K03781hits_moreStringent.align,1.4e-157,531.5,Alteromonas_australica_SAMEA2623314,K03781
592,1540_TARA_SAMEA2622923_METAG_FFMAPNPA,K03781hits_moreStringent.align,1.4e-157,531.5,Alteromonas_australica_SAMEA2622923,K03781
593,1596_TARA_SAMEA2622673_METAG_KABGAJCP,K03781hits_moreStringent.align,1.4e-157,531.5,Alteromonas_australica_SAMEA2622673,K03781
594,1635_TARA_SAMEA2623135_METAG_DJILNNCH,K03781hits_moreStringent.align,1.4e-157,531.5,Alteromonas_australica_SAMEA2623135,K03781
595,2043_TARA_SAMEA2621812_METAG_NKJCGLGA,K03781hits_moreStringent.align,1.4e-157,531.5,Alteromonas_australica_SAMEA2621812,K03781
596,2167_TARA_SAMEA2621045_METAG_OHODKCPK,K03781hits_moreStringent.align,1.4e-157,531.5,Alteromonas_australica_SAMEA2621045,K03781
597,2246_TARA_SAMEA2622074_METAG_LMCNBJON,K03781hits_moreStringent.align,1.4e-157,531.5,Alteromonas_australica_SAMEA2622074,K03781
598,2302_TARA_SAMEA2621176_METAG_JENGLJNG,K03781hits_moreStringent.align,1.4e-157,531.5,Alteromonas_australica_SAMEA2621176,K03781
599,2453_TARA_SAMEA2622690_METAG_DLAHHAJP,K03781hits_moreStringent.align,1.4e-157,531.5,Alteromonas_australica_SAMEA2622690,K03781
600,2533_TARA_SAMEA2622695_METAG_ILPHFPJJ,K03781hits_moreStringent.align,1.4e-157,531.5,Alteromonas_australica_SAMEA2622695,K03781
601,2742_TARA_SAMEA2622737_METAG_EHIMIIMP,K03781hits_moreStringent.align,1.4e-157,531.5,Alteromonas_australica_SAMEA2622737,K03781
602,2784_TARA_SAMEA2623295_METAG_JAJGGAMP,K03781hits_moreStringent.align,1.4e-157,531.5,Alteromonas_australica_SAMEA2623295,K03781
603,2797_2802429386,K03781hits_moreStringent.align,1.4e-157,531.5,Alteromonas_sp_NP15,K03781
604,2874_TARA_SAMEA2621037_METAG_BOIEAKJP,K03781hits_moreStringent.align,1.4e-157,531.5,Alteromonas_australica_SAMEA2621037,K03781
605,2951_TARA_SAMEA2621021_METAG_JAJGGMJP,K03781hits_moreStringent.align,1.4e-157,531.5,Alteromonas_australica_SAMEA2621021,K03781
606,2974_TARA_SAMEA2622696_METAG_FJMHLBNK,K03781hits_moreStringent.align,1.4e-157,531.5,Alteromonas_australica_SAMEA2622696,K03781
607,3012_TARA_SAMEA2622097_METAG_CBGOIALJ,K03781hits_moreStringent.align,1.4e-157,531.5,Alteromonas_australica_SAMEA2622097,K03781
608,3166_TARA_SAMEA2622149_METAG_IIKHAJAF,K03781hits_moreStringent.align,1.4e-157,531.5,Alteromonas_australica_SAMEA2622149,K03781
609,3167_TARA_SAMEA2622197_METAG_COANOGOL,K03781hits_moreStringent.align,1.4e-157,531.5,COANOGOL,K03781
610,3229_TARA_SAMEA2622402_METAG_IKPHBABN,K03781hits_moreStringent.align,1.4e-157,531.5,Alteromonas_australica_SAMEA2622402,K03781
611,3286_TARA_SAMEA2622119_METAG_AHJCKKBI,K03781hits_moreStringent.align,1.4e-157,531.5,Alteromonas_australica_SAMEA2622119,K03781
612,3399_TARA_SAMEA2623826_METAG_OCIHHAIO,K03781hits_moreStringent.align,1.4e-157,531.5,Alteromonas_australica_SAMEA2623826,K03781
613,783_TARA_SAMEA2622048_METAG_DBDFGENL,K03781hits_moreStringent.align,1.4e-157,531.5,Alteromonas_australica_SAMEA2622048,K03781
614,982_TARA_SAMEA2622738_METAG_JDKGJOOG,K03781hits_moreStringent.align,1.4e-157,531.5,Alteromonas_australica_SAMEA2622738,K03781
615,646_TARA_SAMN05326650_METAG_MED00137,K03781hits_moreStringent.align,1.4e-157,531.5,Alteromonas_mediterranea_SAMN05326650,K03781
616,1798_MARD_SAMN10134660_REFG_MMP10134660,K03781hits_moreStringent.align,1.4e-157,531.4,Alteromonas_sp_SAMN10134660,K03781
617,2963_GCF_003443615.1,K03781hits_moreStringent.align,1.4e-157,531.4,Alteromonas_sp_BL110,K03781
618,749_BGEO_SAMN07136710_METAG_KAKDCGPF,K03781hits_moreStringent.align,1.7e-157,531.1,Alteromonas_mediterranea_SAMN07136710,K03781
619,1441_MALA_SAMN05422165_METAG_JAPLNBCC,K03781hits_moreStringent.align,1.7e-157,531.1,Alteromonas_mediterranea_SAMN05422165,K03781
620,2367_642555105,K03781hits_moreStringent.align,1.7e-157,531.1,Alteromonas_mediterranea_DE,K03781
621,2171_GCF_006517095.1,K03781hits_moreStringent.align,1.8e-157,531,Alteromonas_mediterranea_PT11,K03781
622,2186_2721755611,K03781hits_moreStringent.align,1.9e-157,531,Alteromonas_mediterranea_AR43,K03781
623,2192_GCF_009759785.1,K03781hits_moreStringent.align,1.9e-157,531,Alteromonas_mediterranea_AltCH17,K03781
624,2201_2721755798,K03781hits_moreStringent.align,1.9e-157,531,Alteromonas_mediterranea_CP49,K03781
625,2569_2721755799,K03781hits_moreStringent.align,1.9e-157,531,Alteromonas_mediterranea_RG65,K03781
626,2107_GCF_006517115.1,K03781hits_moreStringent.align,2e-157,530.9,Alteromonas_mediterranea_PT15,K03781
627,1473_TARA_SAMEA2591074_METAG_KDMPNFOL,K03781hits_moreStringent.align,3e-157,530.3,Alteromonas_mediterranea_SAMEA2591074,K03781
628,1402_BGEO_SAMN07136708_METAG_BAHNCNMJ,K03781hits_moreStringent.align,3e-157,530.3,BAHNCNMJ,K03781
629,2391_2554235401,K03781hits_moreStringent.align,3e-157,530.3,Alteromonas_macleodii__Ionian_Sea_UM4b_,K03781
630,2454_2687453642,K03781hits_moreStringent.align,3e-157,530.3,Alteromonas_mediterranea_UM8,K03781
631,2469_2561511204,K03781hits_moreStringent.align,3e-157,530.3,Alteromonas_macleodii__Ionian_Sea_UM7_,K03781
632,2481_2521172685,K03781hits_moreStringent.align,3e-157,530.3,Alteromonas_macleodii_AltDE1,K03781
633,2499_2561511205,K03781hits_moreStringent.align,3e-157,530.3,Alteromonas_macleodii__English_Channel_615_,K03781
634,2710_2687453526,K03781hits_moreStringent.align,3e-157,530.3,Alteromonas_mediterranea_U10,K03781
635,1504_TARA_SAMEA2620198_METAG_NOKDNNFF,K03781hits_moreStringent.align,3e-157,530.3,Alteromonas_mediterranea_SAMEA2620198,K03781
636,2326_2545824627,K03781hits_moreStringent.align,3e-157,530.3,Alteromonas_macleodii__Aegean_Sea_MED64_,K03781
637,221_MALA_SAMN05422117_METAG_EAAGNDHC,K03781hits_moreStringent.align,3.1e-157,530.3,Alteromonas_macleodii_SAMN05422117,K03781
638,1486_2855659987,K03781hits_moreStringent.align,3.5e-157,530.1,Alteromonas_abrolhosensis_PEL_67E,K03781
639,497_2844285455,K03781hits_moreStringent.align,3.5e-157,530.1,Alteromonas_abrolhosensis_PEL_68C,K03781
640,2330_2561511203,K03781hits_moreStringent.align,3.6e-157,530.1,Alteromonas_macleodii__Ionian_Sea_U4_,K03781
641,2369_2554235400,K03781hits_moreStringent.align,3.6e-157,530.1,Alteromonas_macleodii__Ionian_Sea_U8_,K03781
642,2391_2554235399,K03781hits_moreStringent.align,3.6e-157,530.1,Alteromonas_macleodii__Ionian_Sea_U7_,K03781
643,783_TARA_SAMEA2591132_METAG_GGHCBOPN,K03781hits_moreStringent.align,4.5e-157,529.8,Alteromonas_mediterranea_SAMEA2591132,K03781
644,1292_GCF_900654235.1,K03781hits_moreStringent.align,1.1e-156,528.5,Alteromonas_sp_76_1,K03781
645,3468_2791355104,K03781hits_moreStringent.align,1.1e-156,528.4,Alteromonas_pelagimontana_512,K03781
646,2076_TARA_SAMN05326645_METAG_PSE00118,K03781hits_moreStringent.align,1.4e-156,528.1,Alteromonas_sp_SAMN05326645,K03781
647,3142_TARA_SAMEA2621779_METAG_DHJPEKIP,K03781hits_moreStringent.align,1.4e-156,528.1,Alteromonas_sp_SAMEA2621779,K03781
648,2349_2504136012,K03781hits_moreStringent.align,2.5e-156,527.3,Alteromonas_naphthalenivorans_SN2,K03781
649,3118_TARA_SAMEA2622652_METAG_NHABKKKL,K03781hits_moreStringent.align,3.3e-156,526.9,Alteromonas_sp_SAMEA2622652,K03781
650,2775_2855647486,K03781hits_moreStringent.align,4.8e-156,526.3,Alteromonas_indica_IO390401,K03781
651,1343_TARA_SAMEA4397023_METAG_BMLDLMJI,K03781hits_moreStringent.align,5.5e-156,526.2,Alteromonas_naphthalenivorans_SAMEA4397023,K03781
652,2772_2899561542,K03781hits_moreStringent.align,5.5e-156,526.2,Alteromonas_sp_KS69,K03781
653,3068_BGEO_SAMN07136711_METAG_EOPKMDLC,K03781hits_moreStringent.align,5.5e-156,526.2,Alteromonas_naphthalenivorans_SAMN07136711,K03781
654,3200_TARA_SAMEA4397536_METAG_JOOLCOKF,K03781hits_moreStringent.align,5.5e-156,526.2,Alteromonas_naphthalenivorans_SAMEA4397536,K03781
655,3672_TARA_SAMEA4396515_METAG_LLIFOMKD,K03781hits_moreStringent.align,5.5e-156,526.2,Alteromonas_naphthalenivorans_SAMEA4396515,K03781
656,2652_BATS_SAMN07137114_METAG_HCBNBPJK,K03781hits_moreStringent.align,7.5e-156,525.7,Alteromonas_macleodii_SAMN07137114,K03781
657,1875_TARA_SAMEA4397091_METAG_OHBHGPGP,K03781hits_moreStringent.align,1.4e-155,524.9,Alteromonas_naphthalenivorans_SAMEA4397091,K03781
658,714_2899554215,K03781hits_moreStringent.align,2.1e-152,514.4,Alteromonas_ponticola_MYP5,K03781
659,3762_2841454579,K03781hits_moreStringent.align,6.5e-152,512.7,Alteromonas_sp_RKMC_009,K03781
660,2312_2855651425,K03781hits_moreStringent.align,7.6e-149,502.6,Alteromonas_sp_V450,K03781
661,2539_BGEO_SAMN07136708_METAG_KMOHFEJM,K03781hits_moreStringent.align,2.5e-147,497.6,Alteromonas_australica_SAMN07136708,K03781
662,110_MALA_SAMN05422110_METAG_AHCIDJHN,K03781hits_moreStringent.align,1.4e-139,472,Alteromonas_macleodii_SAMN05422110,K03781
663,2488_TARA_SAMEA2621287_METAG_MNDFFPHI,K03781hits_moreStringent.align,6.3e-129,436.9,Alteromonas_macleodii_SAMEA2621287,K03781
664,1731_2651870154,K03781hits_moreStringent.align,5.1e-127,430.6,Alteromonas_macleodii_REDSEA_S14_B11,K03781
665,1459_BGEO_SAMN07136589_METAG_DDMJICEB,K03781hits_moreStringent.align,6.4e-127,430.3,Alteromonas_macleodii_SAMN07136589,K03781
666,45_2504136012,K03781hits_moreStringent.align,3.1e-120,408.2,Alteromonas_naphthalenivorans_SN2,K03781
667,3806_TARA_SAMEA4397516_METAG_ODHMDPHJ,K03781hits_moreStringent.align,4.6e-120,407.6,Alteromonas_naphthalenivorans_SAMEA4397516,K03781
668,2981_TARA_SAMEA2622843_METAG_DPGBJJPG,K03781hits_moreStringent.align,3.7e-106,361.8,Alteromonas_sp_SAMEA2622843,K03781
669,2200_MALA_SAMN05422169_METAG_JIKBLNIN,K03781hits_moreStringent.align,1.9e-104,356.1,Alteromonas_macleodii_SAMN05422169,K03781
670,48_2504136012,K03781hits_moreStringent.align,9.5e-104,353.8,Alteromonas_naphthalenivorans_SN2,K03781
671,1458_BGEO_SAMN07136589_METAG_DDMJICEB,K03781hits_moreStringent.align,1.3e-100,343.5,Alteromonas_macleodii_SAMN07136589,K03781
672,1730_2651870154,K03781hits_moreStringent.align,2.1e-100,342.8,Alteromonas_macleodii_REDSEA_S14_B11,K03781
673,1364_MALA_SAMN05422120_METAG_GPIHLFDL,K03781hits_moreStringent.align,1.8e-99,339.8,Alteromonas_macleodii_SAMN05422120,K03781
674,1761_TARA_SAMEA4397157_METAG_EIKGCICO,K03781hits_moreStringent.align,2.2e-96,329.5,Alteromonas_naphthalenivorans_SAMEA4397157,K03781
675,982_MALA_SAMN05421913_METAG_FAHHIFON,K03781hits_moreStringent.align,4.1e-96,328.6,Alteromonas_macleodii_SAMN05421913,K03781
676,2380_2651870152,K03781hits_moreStringent.align,5e-96,328.3,Alteromonas_macleodii_REDSEA_S10_B9,K03781
677,1297_MALA_SAMN05421707_METAG_GFCKOHMB,K03781hits_moreStringent.align,1.8e-92,316.6,Alteromonas_macleodii_SAMN05421707,K03781
678,3149_TARA_SAMEA2621045_METAG_OHODKCPK,K03781hits_moreStringent.align,5.7e-92,315,Alteromonas_australica_SAMEA2621045,K03781
679,3164_MALA_SAMN05422130_METAG_DBLLJBCG,K03781hits_moreStringent.align,4.5e-91,312,Alteromonas_sp_SAMN05422130,K03781
680,2584_BATS_SAMN07137114_METAG_HCBNBPJK,K03781hits_moreStringent.align,2.8e-89,306.1,Alteromonas_macleodii_SAMN07137114,K03781
681,2686_TARA_SAMEA2619952_METAG_EMJBGBGK,K03781hits_moreStringent.align,4.3e-88,302.2,Alteromonas_macleodii_SAMEA2619952,K03781
682,1352_TARA_SAMEA2622737_METAG_KJIKBCNM,K03781hits_moreStringent.align,3.7e-87,299.1,Alteromonas_sp_SAMEA2622737,K03781
683,2287_2521172684,K03781hits_moreStringent.align,5e-82,282.2,Alteromonas_macleodii_Black_Sea_11,K03781
684,2687_2651870151,K03781hits_moreStringent.align,6.6e-75,258.7,Alteromonas_macleodii_REDSEA_S09_B2,K03781
685,1407_TARA_SAMEA4398001_METAG_GALICGPG,K03781hits_moreStringent.align,4.9e-74,255.8,Alteromonas_naphthalenivorans_SAMEA4398001,K03781
686,2313_2855651425,K03781hits_moreStringent.align,8.4e-72,248.4,Alteromonas_sp_V450,K03781
687,2021_2802429352,K03781hits_moreStringent.align,4.9e-71,245.9,Alteromonas_sp_CPC291,K03781
688,2640_2802429358,K03781hits_moreStringent.align,3.7e-59,206.7,Alteromonas_sp_MED668,K03781
689,774_TARA_SAMEA2622694_METAG_CMKJNKIK,K03781hits_moreStringent.align,5.7e-59,206.1,Alteromonas_sp_SAMEA2622694,K03781
690,2596_MALA_SAMN05422130_METAG_DBLLJBCG,K03781hits_moreStringent.align,1.1e-58,205.2,Alteromonas_sp_SAMN05422130,K03781
691,3236_TARA_SAMEA4398001_METAG_GALICGPG,K03781hits_moreStringent.align,9.8e-55,192.1,Alteromonas_naphthalenivorans_SAMEA4398001,K03781
692,3005_TARA_SAMEA2622149_METAG_NNHLKHHL,K03781hits_moreStringent.align,3.2e-50,177.2,Alteromonas_macleodii_SAMEA2622149,K03781
693,1283_TARA_SAMEA2623426_METAG_KGGHKKNJ,K03781hits_moreStringent.align,7.3e-46,162.8,Alteromonas_australica_SAMEA2623426,K03781
694,2286_2521172684,K03781hits_moreStringent.align,8.3e-45,159.4,Alteromonas_macleodii_Black_Sea_11,K03781
695,1903_TARA_SAMEA2591098_METAG_ELBPFDCK,K03781hits_moreStringent.align,2.3e-38,138.1,Alteromonas_macleodii_SAMEA2591098,K03781
696,3584_TARA_SAMEA4397157_METAG_EIKGCICO,K03781hits_moreStringent.align,1.1e-36,132.6,Alteromonas_naphthalenivorans_SAMEA4397157,K03781
697,1049_TARA_SAMEA2623756_METAG_DMBINDKP,K03781hits_moreStringent.align,7.8e-34,123.2,Alteromonas_macleodii_SAMEA2623756,K03781
698,1124_TARA_SAMEA2622545_METAG_KEGJKDAO,K03781hits_moreStringent.align,7.8e-34,123.2,Alteromonas_macleodii_SAMEA2622545,K03781
699,1141_2802429382,K03781hits_moreStringent.align,7.8e-34,123.2,Alteromonas_sp_NAT174,K03781
700,1245_TARA_SAMEA2623649_METAG_NIKIPLNN,K03781hits_moreStringent.align,7.8e-34,123.2,Alteromonas_macleodii_SAMEA2623649,K03781
701,2254_TARA_SAMEA2622478_METAG_OEBMNELG,K03781hits_moreStringent.align,7.8e-34,123.2,Alteromonas_macleodii_SAMEA2622478,K03781
702,2845_TARA_SAMEA2622923_METAG_PHDMIKKF,K03781hits_moreStringent.align,7.8e-34,123.2,Alteromonas_macleodii_SAMEA2622923,K03781
703,3039_TARA_SAMEA2620217_METAG_OENHAHFA,K03781hits_moreStringent.align,7.8e-34,123.2,Alteromonas_macleodii_SAMEA2620217,K03781
704,3083_TARA_SAMEA2620734_METAG_NONNIGNP,K03781hits_moreStringent.align,7.8e-34,123.2,Alteromonas_macleodii_SAMEA2620734,K03781
705,3654_TARA_SAMEA2622733_METAG_LJOLBPGP,K03781hits_moreStringent.align,7.8e-34,123.2,Alteromonas_macleodii_SAMEA2622733,K03781
706,556_TARA_SAMEA2623794_METAG_NBFOODCE,K03781hits_moreStringent.align,7.8e-34,123.2,Alteromonas_macleodii_SAMEA2623794,K03781
707,953_MALA_SAMN05422123_METAG_AHNLNHFL,K03781hits_moreStringent.align,7.8e-34,123.2,Alteromonas_macleodii_SAMN05422123,K03781
708,1219_TARA_SAMEA2619970_METAG_GKNKAGAI,K03781hits_moreStringent.align,1.4e-33,122.3,Alteromonas_macleodii_SAMEA2619970,K03781
709,3238_TARA_SAMEA2620021_METAG_NHAIJEJL,K03781hits_moreStringent.align,1.4e-33,122.3,Alteromonas_macleodii_SAMEA2620021,K03781
710,1290_TARA_SAMEA2620035_METAG_KKMHIJLM,K03781hits_moreStringent.align,1.6e-33,122.2,Alteromonas_macleodii_SAMEA2620035,K03781
711,1533_TARA_SAMEA4397157_METAG_EIKGCICO,K03781hits_moreStringent.align,2e-33,121.8,Alteromonas_naphthalenivorans_SAMEA4397157,K03781
712,3207_MALA_SAMN05421660_METAG_BCLNBHCC,K03781hits_moreStringent.align,2.1e-33,121.8,Alteromonas_macleodii_SAMN05421660,K03781
713,1284_TARA_SAMEA2620815_METAG_EEKNENIE,K03781hits_moreStringent.align,2.3e-33,121.6,Alteromonas_macleodii_SAMEA2620815,K03781
714,1857_TARA_SAMEA2622736_METAG_KEKDHEDF,K03781hits_moreStringent.align,2.3e-33,121.6,Alteromonas_macleodii_SAMEA2622736,K03781
715,2024_BGEO_SAMN07136718_METAG_FMLMDJCG,K03781hits_moreStringent.align,2.3e-33,121.6,Alteromonas_macleodii_SAMN07136718,K03781
716,2986_TARA_SAMEA2620000_METAG_KDOCHGCC,K03781hits_moreStringent.align,2.3e-33,121.6,Alteromonas_macleodii_SAMEA2620000,K03781
717,703_2915794133,K03781hits_moreStringent.align,2.3e-33,121.6,Alteromonas_sp_07_89_2,K03781
718,1017_TARA_SAMEA2621099_METAG_HKJHHJDF,K03781hits_moreStringent.align,2.4e-33,121.6,Alteromonas_macleodii_SAMEA2621099,K03781
719,1908_TARA_SAMEA2622336_METAG_IANBPKNL,K03781hits_moreStringent.align,2.4e-33,121.6,Alteromonas_macleodii_SAMEA2622336,K03781
720,1919_TARA_SAMEA2621423_METAG_ACNBNNHJ,K03781hits_moreStringent.align,2.4e-33,121.6,Alteromonas_macleodii_SAMEA2621423,K03781
721,2384_MALA_SAMN05421707_METAG_GFCKOHMB,K03781hits_moreStringent.align,2.4e-33,121.6,Alteromonas_macleodii_SAMN05421707,K03781
722,2781_TARA_SAMEA2620882_METAG_GFDHHHGO,K03781hits_moreStringent.align,2.4e-33,121.6,Alteromonas_macleodii_SAMEA2620882,K03781
723,2857_TARA_SAMEA2621155_METAG_FAPDAFJA,K03781hits_moreStringent.align,2.4e-33,121.6,Alteromonas_macleodii_SAMEA2621155,K03781
724,2886_TARA_SAMEA2620413_METAG_HJGOFLNN,K03781hits_moreStringent.align,2.4e-33,121.6,Alteromonas_macleodii_SAMEA2620413,K03781
725,3450_TARA_SAMEA2621044_METAG_JOAMDGOD,K03781hits_moreStringent.align,2.4e-33,121.6,Alteromonas_macleodii_SAMEA2621044,K03781
726,3502_TARA_SAMEA2622097_METAG_CJDFGJHP,K03781hits_moreStringent.align,2.4e-33,121.6,Alteromonas_macleodii_SAMEA2622097,K03781
727,3512_TARA_SAMEA2621021_METAG_MKIGFGMC,K03781hits_moreStringent.align,2.4e-33,121.6,Alteromonas_macleodii_SAMEA2621021,K03781
728,3580_TARA_SAMEA2622376_METAG_BHCALEEO,K03781hits_moreStringent.align,2.4e-33,121.6,Alteromonas_macleodii_SAMEA2622376,K03781
729,1244_MALA_SAMN05421913_METAG_FAHHIFON,K03781hits_moreStringent.align,2.7e-33,121.4,Alteromonas_macleodii_SAMN05421913,K03781
730,3336_TARA_SAMEA2622219_METAG_OLKBBLOM,K03781hits_moreStringent.align,3e-33,121.3,Alteromonas_macleodii_SAMEA2622219,K03781
731,3205_MALA_SAMN05422122_METAG_JKIINEFM,K03781hits_moreStringent.align,5.2e-33,120.5,Alteromonas_macleodii_SAMN05422122,K03781
732,3023_TARA_SAMEA2622074_METAG_LMCNBJON,K03781hits_moreStringent.align,9.2e-33,119.6,Alteromonas_australica_SAMEA2622074,K03781
733,2736_TARA_SAMEA2622677_METAG_NFILEFMO,K03781hits_moreStringent.align,1.1e-32,119.4,Alteromonas_macleodii_SAMEA2622677,K03781
734,2972_TARA_SAMEA2591098_METAG_ELBPFDCK,K03781hits_moreStringent.align,2.1e-32,118.5,Alteromonas_macleodii_SAMEA2591098,K03781
735,1935_2698537011,K03781hits_moreStringent.align,2.1e-32,118.5,Alteromonas_sp_BZK5,K03781
736,347_2684623206,K03781hits_moreStringent.align,2.1e-32,118.5,Alteromonas_macleodii_D7,K03781
737,1561_TARA_SAMEA2622843_METAG_KKMNMCOG,K03781hits_moreStringent.align,4.4e-32,117.4,Alteromonas_macleodii_SAMEA2622843,K03781
738,1325_TARA_SAMEA2622716_METAG_EODCONKG,K03781hits_moreStringent.align,2.5e-30,111.6,Alteromonas_australica_SAMEA2622716,K03781
739,652_TARA_SAMEA2623370_METAG_BGGPHFHM,K03781hits_moreStringent.align,1.4e-29,109.2,Alteromonas_macleodii_SAMEA2623370,K03781
740,463_MALA_SAMN05421699_METAG_LKMOJPCD,K03781hits_moreStringent.align,2e-29,108.7,Alteromonas_macleodii_SAMN05421699,K03781
741,1266_MALA_SAMN05422149_METAG_GLMHGCOP,K03781hits_moreStringent.align,9.6e-28,103.1,Alteromonas_macleodii_SAMN05422149,K03781
742,2821_TARA_SAMEA2620021_METAG_NHAIJEJL,K03781hits_moreStringent.align,4.2e-26,97.7,Alteromonas_macleodii_SAMEA2620021,K03781
743,3216_TARA_SAMEA2622219_METAG_OLKBBLOM,K03781hits_moreStringent.align,4.2e-26,97.7,Alteromonas_macleodii_SAMEA2622219,K03781
744,833_TARA_SAMEA2620065_METAG_EFBPEMOE,K03781hits_moreStringent.align,4.2e-26,97.7,Alteromonas_macleodii_SAMEA2620065,K03781
745,1727_MALA_SAMN05422122_METAG_JKIINEFM,K03781hits_moreStringent.align,6e-26,97.2,Alteromonas_macleodii_SAMN05422122,K03781
746,3065_TARA_SAMEA2622923_METAG_PHDMIKKF,K03781hits_moreStringent.align,3.2e-24,91.4,Alteromonas_macleodii_SAMEA2622923,K03781
747,3642_TARA_SAMEA2620259_METAG_OHBFMFFC,K03781hits_moreStringent.align,9.7e-22,83.3,Alteromonas_macleodii_SAMEA2620259,K03781
748,3495_MALA_SAMN05422106_METAG_IKNIELCH,K03781hits_moreStringent.align,8.4e-19,73.6,Alteromonas_macleodii_SAMN05422106,K03781
749,2343_MALA_SAMN05422164_METAG_ENHHGIGI,K03781hits_moreStringent.align,2e-15,62.5,Alteromonas_macleodii_SAMN05422164,K03781
750,3428_2899565944,K03781hits_moreStringent.align,9e-15,60.3,Alteromonas_sediminis_U0105,K03781
751,2991_MALA_SAMN05421660_METAG_BCLNBHCC,K03781hits_moreStringent.align,1.2e-14,59.8,Alteromonas_macleodii_SAMN05421660,K03781
752,3179_2841458974,K03782hits_moreStringent.align,0,1498.6,Alteromonas_macleodii_Te101,K03782
753,1041_TARA_SAMEA2622696_METAG_PINHKBMF,K03782hits_moreStringent.align,0,1498.6,Alteromonas_macleodii_SAMEA2622696,K03782
754,1060_MALA_SAMN05422138_METAG_COKPJGJJ,K03782hits_moreStringent.align,0,1498.6,Alteromonas_macleodii_SAMN05422138,K03782
755,1064_TARA_SAMEA2621260_METAG_POCDJBFE,K03782hits_moreStringent.align,0,1498.6,Alteromonas_macleodii_SAMEA2621260,K03782
756,1121_TARA_SAMEA2622677_METAG_NFILEFMO,K03782hits_moreStringent.align,0,1498.6,Alteromonas_macleodii_SAMEA2622677,K03782
757,1180_TARA_SAMEA2620995_METAG_JALHFPLJ,K03782hits_moreStringent.align,0,1498.6,Alteromonas_macleodii_SAMEA2620995,K03782
758,1227_TARA_SAMEA2620065_METAG_EFBPEMOE,K03782hits_moreStringent.align,0,1498.6,Alteromonas_macleodii_SAMEA2620065,K03782
759,1308_TARA_SAMEA2622149_METAG_NNHLKHHL,K03782hits_moreStringent.align,0,1498.6,Alteromonas_macleodii_SAMEA2622149,K03782
760,1323_TARA_SAMEA2622694_METAG_CCCHGPBM,K03782hits_moreStringent.align,0,1498.6,Alteromonas_macleodii_SAMEA2622694,K03782
761,1335_MALA_SAMN05422123_METAG_AHNLNHFL,K03782hits_moreStringent.align,0,1498.6,Alteromonas_macleodii_SAMN05422123,K03782
762,1385_TARA_SAMEA2623314_METAG_CFMLMODN,K03782hits_moreStringent.align,0,1498.6,Alteromonas_macleodii_SAMEA2623314,K03782
763,1391_TARA_SAMEA2622799_METAG_POKHDFDG,K03782hits_moreStringent.align,0,1498.6,Alteromonas_macleodii_SAMEA2622799,K03782
764,1513_TARA_SAMEA2623370_METAG_BGGPHFHM,K03782hits_moreStringent.align,0,1498.6,Alteromonas_macleodii_SAMEA2623370,K03782
765,1562_TARA_SAMEA2621044_METAG_JOAMDGOD,K03782hits_moreStringent.align,0,1498.6,Alteromonas_macleodii_SAMEA2621044,K03782
766,1684_MALA_SAMN05422128_METAG_GFOMCGFD,K03782hits_moreStringent.align,0,1498.6,Alteromonas_macleodii_SAMN05422128,K03782
767,1716_2802429384,K03782hits_moreStringent.align,0,1498.6,Alteromonas_sp_NP46,K03782
768,2156_TARA_SAMEA2622823_METAG_GLPNBIDC,K03782hits_moreStringent.align,0,1498.6,Alteromonas_macleodii_SAMEA2622823,K03782
